"Galaxy name" "RAJ2000 (deg)" "DEJ2000 (deg)" "D25 semi-major axis (arcmin)" "D25 semi-minor axis (arcmin)" "D25 positional angle, North-to-Northeast (deg)" "Inclination angle (deg)" "Luminosity distance (Mpc)" logSFR_HEC logM_HEC mean_exposure_Hr
SDSSJ102953.53+103212.5 157.473093 10.536868 0.073 0.073 0.0 33.09 1.8765 -3.575 6.3472 15.61
SDSSJ083043.20+311126.4 127.680106 31.190689 0.126 0.126 0.0 50.96 2.7372 -3.478 6.3513 16.74
SDSSJ152846.97+413425.9 232.19571 41.57386 0.07 0.07 0.0 29.31 4.2254 -3.128 6.3792 23.72
SDSSJ155338.32+284558.6 238.409746 28.76623 0.055 0.037 120.0 "" 4.2047 -3.174 6.7365 18.02
SDSSJ075055.91+410505.6 117.732963 41.084841 0.088 0.068 99.9 40.28 2.6673 -3.856 7.0707 17.21
SDSSJ075906.01+123859.6 119.775117 12.649925 0.083 0.072 106.9 30.34 1.3581 -4.063 6.3624 8.75
SDSSJ153401.72+035505.9 233.507258 3.918256 0.079 0.064 103.2 36.5 3.5487 -3.118 6.3178 9.4
SDSSJ232138.68-093230.2 350.41141 -9.541899 0.083 0.057 125.3 47.13 1.4375 -3.956 6.068 8.64
SDSSJ013957.75-084355.4 24.990692 -8.732056 0.073 0.073 0.0 7.01 1.0551 -4.257 6.7514 13.89
SDSSJ145920.58+321929.3 224.835834 32.324838 0.084 0.084 0.0 12.79 4.2578 -3.308 7.9428 7.03
SDSSJ092404.01+091129.9 141.01659 9.191624 0.061 0.044 118.7 45.07 1.4756 -4.314 6.2489 2.45
SDSSJ095049.05+191635.5 147.704319 19.276482 0.062 0.054 45.6 30.14 2.3218 -3.894 6.5795 16.89
SDSSJ093621.84+455240.9 144.091032 45.877989 0.074 0.054 148.3 44.13 3.5645 -3.65 6.9229 25.35
SDSSJ105040.48+575750.2 162.668784 57.964101 0.062 0.049 121.6 38.22 4.1311 -3.444 7.6173 34.23
SDSSJ082020.17+031241.6 125.084181 3.211603 0.044 0.044 0.0 "" 1.1449 -4.251 5.6794 7.27
SDSSJ145157.55+303558.1 222.989868 30.5996 0.031 0.031 0.0 "" 4.283 -3.38 7.4341 7.48
SDSSJ160357.35+074822.9 240.988873 7.806375 0.068 0.059 150.8 30.48 3.7376 -3.395 7.7717 18.44
SDSSJ141649.75+360010.0 214.207336 36.002757 0.073 0.073 0.0 24.44 4.2204 -3.243 7.7599 17.58
SDSSJ134550.38+141102.3 206.459848 14.183936 0.078 0.078 0.0 15.7 3.592 -3.263 6.6227 14.71
SDSSJ113543.63+501200.6 173.931871 50.200135 0.079 0.06 141.1 41.42 4.252 -2.806 7.0088 28.09
SDSSJ163204.88+210238.4 248.020487 21.044058 0.075 0.057 131.1 42.14 4.1786 -3.445 6.8133 19.28
SDSSJ204644.30-001411.2 311.684483 -0.236607 0.059 0.059 0.0 24.27 2.9644 -3.575 6.0357 8.74
SDSSJ092814.58+084251.7 142.060726 8.714553 0.153 0.127 178.2 34.52 2.2569 -3.664 6.4015 9.76
SDSSJ100323.78+262553.0 150.84914 26.431404 0.069 0.052 121.1 41.74 3.0196 -3.486 6.3268 13.76
SDSSJ122158.28+331537.9 185.492868 33.260628 0.151 0.062 88.0 67.85 3.6419 -3.573 6.5579 16.73
[RGD2002]J162630.43+350020.4 246.626795 35.005806 0.04 0.04 0.0 "" 4.3504 -3.14 7.7419 11.28
SDSSJ081747.20+090013.5 124.446689 9.003753 0.091 0.091 0.0 "" 16.6943 -1.944 7.5952 14.68
SDSSJ043826.21+243855.4 69.609241 24.64873 0.149 0.104 70.0 "" 15.0506 -1.852 8.1023 5.19
SDSSJ043820.77+250309.7 69.586579 25.052722 0.204 0.09 150.0 "" 8.8913 -2.012 7.9563 10.41
SDSSJ044056.19+243750.2 70.234161 24.630629 0.149 0.084 60.0 "" 15.4281 -1.874 8.2358 10.46
SDSSJ044253.32+245853.2 70.722177 24.981465 0.184 0.107 165.0 "" 16.5224 -1.379 8.4954 18.42
GAMA623924 140.969889 0.679741 0.038 0.038 0.0 "" 1.1567 -4.17 5.9311 17.22
GAMA322999 129.811041 1.468508 0.095 0.095 0.0 "" 3.1914 -3.368 6.4744 11.88
GAMA209170 132.16991 0.108358 0.113 0.113 56.0 "" 1.276 -3.905 6.2845 18.36
GAMA031646 180.676331 -1.098942 0.033 0.033 0.0 "" 2.8061 -3.362 6.5251 17.85
GAMA031663 180.84535 -1.074709 0.032 0.032 0.0 "" 0.9533 -4.441 6.4681 18.19
GAMA016679 219.718868 0.832879 0.068 0.01 95.0 "" 2.9442 -3.508 6.5014 15.88
GAMA185516 180.599451 -1.572253 0.127 0.025 81.0 "" 4.3976 -3.139 6.459 17.14
GAMA196100 129.330289 -0.706798 0.049 0.049 0.0 "" 1.0808 -4.253 5.341 7.35
GAMA205033 140.495142 -0.226102 0.054 0.021 52.0 "" 1.0483 -4.428 5.5073 3.58
GAMA278586 132.587363 0.857911 0.042 0.042 0.0 "" 1.2392 -3.943 5.5636 14.04
GAMA526766 134.189527 -0.924682 0.053 0.029 107.0 "" 1.0217 -4.446 5.3583 14.42
GAMA550680 136.853001 -0.582989 0.081 0.039 12.0 "" 1.3709 -3.864 5.7119 16.23
GAMA210294 137.626469 0.056549 0.039 0.039 0.0 "" 1.1819 -4.194 5.5016 17.54
GAMA599367 131.305432 0.257762 0.03 0.03 0.0 "" 1.2864 -3.641 5.4348 15.04
SDSSJ090150.64+562024.0 135.46101 56.34 0.079 0.035 160.0 "" 3.5422 -3.295 6.6166 31.58
SDSSJ003146.41+001859.5 7.943408 0.316532 0.304 0.189 14.0 "" 1.4724 -4.258 6.816 7.87
